metering_point_id;timestamp;value;unit_of_measure;property;reading_status;consumption_from;consumption_to;consumption_value;calculated_value;calculated_normalized_value;calculated_deviation_type;calculated_deviation_level;temperature;calculate_consuming_values;validate_simple_status;validate_advanced_status
"TDS3";"2016-01-01T00:00:00Z";159,91;"MWh";"energy";"measured";"2015-12-31T00:00:00Z";"2016-01-01T00:00:00Z";0,799999999999983;0,8287765279597877;0,034721697573463405;"smaller";"ok";3,5282393346;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-02T00:00:00Z";160,61;"MWh";"energy";"measured";"2016-01-01T00:00:00Z";"2016-01-02T00:00:00Z";0,700000000000017;0,6390767486704294;0,09533010151963085;"larger";"ok";5,6404721737;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-03T00:00:00Z";161,84;"MWh";"energy";"measured";"2016-01-02T00:00:00Z";"2016-01-03T00:00:00Z";1,2299999999999898;1,2410354100403993;0,008892099251261732;"smaller";"ok";6,1609625618;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-04T00:00:00Z";163,13;"MWh";"energy";"measured";"2016-01-03T00:00:00Z";"2016-01-04T00:00:00Z";1,289999999999992;1,5072708941216835;0,14414853691465956;"smaller";"critical";4,2691710393;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-05T00:00:00Z";164,3;"MWh";"energy";"measured";"2016-01-04T00:00:00Z";"2016-01-05T00:00:00Z";1,170000000000016;1,051784834423806;0,11239481850959661;"larger";"ok";1,1329554499;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-06T00:00:00Z";165,87;"MWh";"energy";"measured";"2016-01-05T00:00:00Z";"2016-01-06T00:00:00Z";1,5699999999999932;1,636614279431544;0,04070249188751324;"smaller";"ok";-0,8043131596;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-07T00:00:00Z";166,88;"MWh";"energy";"measured";"2016-01-06T00:00:00Z";"2016-01-07T00:00:00Z";1,009999999999991;0,9837157753043377;0,026719328240437608;"larger";"ok";1,8211662049;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-08T00:00:00Z";168,53;"MWh";"energy";"measured";"2016-01-07T00:00:00Z";"2016-01-08T00:00:00Z";1,6500000000000057;1,6749610749535357;0,014902480616883883;"smaller";"ok";3,0776136344;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-09T00:00:00Z";169,97;"MWh";"energy";"measured";"2016-01-08T00:00:00Z";"2016-01-09T00:00:00Z";1,4399999999999977;1,3315941364844728;0,08141058941707725;"larger";"ok";5,5174787243;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-10T00:00:00Z";171,77;"MWh";"energy";"measured";"2016-01-09T00:00:00Z";"2016-01-10T00:00:00Z";1,8000000000000114;1,7559314662986178;0,025096955403553958;"larger";"ok";2,5022617032;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-11T00:00:00Z";172,62;"MWh";"energy";"measured";"2016-01-10T00:00:00Z";"2016-01-11T00:00:00Z";0,8499999999999943;0,8464095261594684;0,004242005470823876;"larger";"ok";3,331902797;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-12T00:00:00Z";173,55;"MWh";"energy";"measured";"2016-01-11T00:00:00Z";"2016-01-12T00:00:00Z";0,9300000000000068;0,842874296294493;0,10336737528780081;"larger";"ok";3,3712661987;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-13T00:00:00Z";175,15;"MWh";"energy";"measured";"2016-01-12T00:00:00Z";"2016-01-13T00:00:00Z";1,5999999999999943;1,538349369456083;0,0400758317765679;"larger";"ok";4,0483364786;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-14T00:00:00Z";176,8;"MWh";"energy";"measured";"2016-01-13T00:00:00Z";"2016-01-14T00:00:00Z";1,6500000000000057;1,5648817292620807;0,05439278198874651;"larger";"ok";3,8598052859;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-15T00:00:00Z";178,68;"MWh";"energy";"measured";"2016-01-14T00:00:00Z";"2016-01-15T00:00:00Z";1,8799999999999955;1,743144539596838;0,07851067842877223;"larger";"ok";2,5931218664;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-16T00:00:00Z";180,5;"MWh";"energy";"measured";"2016-01-15T00:00:00Z";"2016-01-16T00:00:00Z";1,8199999999999932;1,6453636093625497;0,10613847884061416;"larger";"ok";3,2879245728;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-17T00:00:00Z";181,94;"MWh";"energy";"measured";"2016-01-16T00:00:00Z";"2016-01-17T00:00:00Z";1,4399999999999977;1,3983966289362209;0,029750766129510137;"larger";"ok";5,042799741;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-18T00:00:00Z";182,84;"MWh";"energy";"measured";"2016-01-17T00:00:00Z";"2016-01-18T00:00:00Z";0,9000000000000057;0,862307012732237;0,043711794884211515;"larger";"ok";3,1548905025;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-19T00:00:00Z";183,95;"MWh";"energy";"measured";"2016-01-18T00:00:00Z";"2016-01-19T00:00:00Z";1,1099999999999852;1,2498095656713868;0,1118646948395671;"smaller";"ok";2,2365655079;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-20T00:00:00Z";186,12;"MWh";"energy";"measured";"2016-01-19T00:00:00Z";"2016-01-20T00:00:00Z";2,170000000000016;1,9830762178553616;0,09425950473391632;"larger";"ok";0,7752263683;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-21T00:00:00Z";188,22;"MWh";"energy";"measured";"2016-01-20T00:00:00Z";"2016-01-21T00:00:00Z";2,0999999999999943;1,9962063158521577;0,05199546926767852;"larger";"ok";0,672443884;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-22T00:00:00Z";190,42;"MWh";"energy";"measured";"2016-01-21T00:00:00Z";"2016-01-22T00:00:00Z";2,1999999999999886;2,0952176332121017;0,05001025436543738;"larger";"ok";-0,1026172903;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-23T00:00:00Z";192,72;"MWh";"energy";"measured";"2016-01-22T00:00:00Z";"2016-01-23T00:00:00Z";2,3000000000000114;2,191227885720334;0,04963980012691383;"larger";"ok";-0,8541861113;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-24T00:00:00Z";195,03;"MWh";"energy";"measured";"2016-01-23T00:00:00Z";"2016-01-24T00:00:00Z";2,3100000000000023;2,2970798256389893;0,005624608346999408;"larger";"ok";-1,6827957192;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-25T00:00:00Z";196,16;"MWh";"energy";"measured";"2016-01-24T00:00:00Z";"2016-01-25T00:00:00Z";1,1299999999999955;1,1314719771027018;0,00130093995476186;"smaller";"ok";0,3272803115;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-26T00:00:00Z";197,39;"MWh";"energy";"measured";"2016-01-25T00:00:00Z";"2016-01-26T00:00:00Z";1,2299999999999898;1,337914946735719;0,0806590486181674;"smaller";"ok";-1,7599568831;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-27T00:00:00Z";199,31;"MWh";"energy";"measured";"2016-01-26T00:00:00Z";"2016-01-27T00:00:00Z";1,920000000000016;1,7966236390334505;0,06867123324334061;"larger";"ok";2,2131150191;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-28T00:00:00Z";201,41;"MWh";"energy";"measured";"2016-01-27T00:00:00Z";"2016-01-28T00:00:00Z";2,0999999999999943;2,0007993773622696;0,04958049455638308;"larger";"ok";0,6364893715;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-29T00:00:00Z";203,12;"MWh";"energy";"measured";"2016-01-28T00:00:00Z";"2016-01-29T00:00:00Z";1,710000000000008;1,6519706088831603;0,03512737503004326;"larger";"ok";3,2409771656;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-30T00:00:00Z";205,09;"MWh";"energy";"measured";"2016-01-29T00:00:00Z";"2016-01-30T00:00:00Z";1,9699999999999989;1,8968657825539395;0,03855529374755842;"larger";"ok";1,4500821626;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-01-31T00:00:00Z";207,09;"MWh";"energy";"measured";"2016-01-30T00:00:00Z";"2016-01-31T00:00:00Z";2;2,027941896645788;0,013778450305703481;"smaller";"ok";0,424017571;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-01T00:00:00Z";208,68;"MWh";"energy";"measured";"2016-01-31T00:00:00Z";"2016-02-01T00:00:00Z";1,5900000000000034;1,4974284294918232;0,06182036395528826;"larger";"ok";0,2738389335;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-02T00:00:00Z";210,3;"MWh";"energy";"measured";"2016-02-01T00:00:00Z";"2016-02-02T00:00:00Z";1,6200000000000045;1,6914291459236113;0,04223005503703944;"smaller";"ok";-1,228916401;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-03T00:00:00Z";212,9;"MWh";"energy";"measured";"2016-02-02T00:00:00Z";"2016-02-03T00:00:00Z";2,5999999999999943;2,629871026494045;0,011358361757333933;"smaller";"ok";-4,2878871957;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-04T00:00:00Z";215,39;"MWh";"energy";"measured";"2016-02-03T00:00:00Z";"2016-02-04T00:00:00Z";2,4899999999999807;2,6598616594283393;0,063861087972848;"smaller";"ok";-4,5226540466;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-05T00:00:00Z";218;"MWh";"energy";"measured";"2016-02-04T00:00:00Z";"2016-02-05T00:00:00Z";2,6100000000000136;2,514435721007269;0,03800625253385357;"larger";"ok";-3,3842589458;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-06T00:00:00Z";220,58;"MWh";"energy";"measured";"2016-02-05T00:00:00Z";"2016-02-06T00:00:00Z";2,5800000000000125;2,5046308252145946;0,03009192972739221;"larger";"ok";-3,3075061639;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-07T00:00:00Z";222,44;"MWh";"energy";"measured";"2016-02-06T00:00:00Z";"2016-02-07T00:00:00Z";1,8599999999999852;1,9394777079396608;0,04097892314735912;"smaller";"ok";1,1165157602;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-08T00:00:00Z";223,72;"MWh";"energy";"measured";"2016-02-07T00:00:00Z";"2016-02-08T00:00:00Z";1,2800000000000011;1,1784815032849325;0,0861434790720882;"larger";"ok";2,9175848439;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-09T00:00:00Z";225,08;"MWh";"energy";"measured";"2016-02-08T00:00:00Z";"2016-02-09T00:00:00Z";1,3600000000000136;1,3012519280339432;0,04514734672080963;"larger";"ok";1,793448188;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-10T00:00:00Z";226,47;"MWh";"energy";"measured";"2016-02-09T00:00:00Z";"2016-02-10T00:00:00Z";1,3899999999999864;1,4828429447396256;0,06261144854820866;"smaller";"ok";4,4427489067;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-11T00:00:00Z";228,04;"MWh";"energy";"measured";"2016-02-10T00:00:00Z";"2016-02-11T00:00:00Z";1,5699999999999932;1,7378337605966492;0,09657641852868237;"smaller";"ok";2,6308587095;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-12T00:00:00Z";229,76;"MWh";"energy";"measured";"2016-02-11T00:00:00Z";"2016-02-12T00:00:00Z";1,7199999999999989;1,7906025353012145;0,039429484717745523;"smaller";"ok";2,2558992221;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-13T00:00:00Z";231,51;"MWh";"energy";"measured";"2016-02-12T00:00:00Z";"2016-02-13T00:00:00Z";1,75;1,7317618405465272;0,010531563305331327;"larger";"ok";2,6740039984;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-14T00:00:00Z";233,46;"MWh";"energy";"measured";"2016-02-13T00:00:00Z";"2016-02-14T00:00:00Z";1,950000000000017;1,986200096845816;0,01822580559898597;"smaller";"ok";0,7507726252;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-15T00:00:00Z";234,75;"MWh";"energy";"measured";"2016-02-14T00:00:00Z";"2016-02-15T00:00:00Z";1,289999999999992;1,1856960343796525;0,08796855399361318;"larger";"ok";-0,2209508508;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-16T00:00:00Z";235,8;"MWh";"energy";"measured";"2016-02-15T00:00:00Z";"2016-02-16T00:00:00Z";1,0500000000000114;0,9871458886554118;0,06367256559231889;"larger";"ok";1,7864861178;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-17T00:00:00Z";237,97;"MWh";"energy";"measured";"2016-02-16T00:00:00Z";"2016-02-17T00:00:00Z";2,1699999999999875;1,9286275096488357;0,12515246678976436;"larger";"critical";1,2014511762;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-18T00:00:00Z";240;"MWh";"energy";"measured";"2016-02-17T00:00:00Z";"2016-02-18T00:00:00Z";2,030000000000001;1,8600832740478344;0,09134898868393199;"larger";"ok";1,7380158554;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-19T00:00:00Z";241,65;"MWh";"energy";"measured";"2016-02-18T00:00:00Z";"2016-02-19T00:00:00Z";1,6500000000000057;1,5073013521295144;0,09467161139933078;"larger";"ok";4,2689546136;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-20T00:00:00Z";243,23;"MWh";"energy";"measured";"2016-02-19T00:00:00Z";"2016-02-20T00:00:00Z";1,579999999999984;1,4922743799137894;0,058786521612240426;"larger";"ok";4,3757318854;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-21T00:00:00Z";244,98;"MWh";"energy";"measured";"2016-02-20T00:00:00Z";"2016-02-21T00:00:00Z";1,75;1,7726983012227557;0,012804379181217192;"smaller";"ok";2,3831214756;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-22T00:00:00Z";246,06;"MWh";"energy";"measured";"2016-02-21T00:00:00Z";"2016-02-22T00:00:00Z";1,0800000000000125;0,9399338559695513;0,14901702193286953;"larger";"critical";2,2905459677;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-23T00:00:00Z";246,93;"MWh";"energy";"measured";"2016-02-22T00:00:00Z";"2016-02-23T00:00:00Z";0,8700000000000045;0,8879749381933238;0,02024261881747604;"smaller";"ok";2,8690881928;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-24T00:00:00Z";248,97;"MWh";"energy";"measured";"2016-02-23T00:00:00Z";"2016-02-24T00:00:00Z";2,039999999999992;1,8189714641721855;0,12151292100032847;"larger";"critical";2,0543179065;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-25T00:00:00Z";250,7;"MWh";"energy";"measured";"2016-02-24T00:00:00Z";"2016-02-25T00:00:00Z";1,7299999999999898;1,662794017813195;0,040417502990045595;"larger";"ok";3,1640691857;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-26T00:00:00Z";252,33;"MWh";"energy";"measured";"2016-02-25T00:00:00Z";"2016-02-26T00:00:00Z";1,6300000000000239;1,5820967903792775;0,030278305292094337;"larger";"ok";3,737480094;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-27T00:00:00Z";253,93;"MWh";"energy";"measured";"2016-02-26T00:00:00Z";"2016-02-27T00:00:00Z";1,5999999999999943;1,5618055872786458;0,024455292664114493;"larger";"ok";3,8816634516;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-28T00:00:00Z";255,59;"MWh";"energy";"measured";"2016-02-27T00:00:00Z";"2016-02-28T00:00:00Z";1,6599999999999966;1,7118816979811355;0,030306824380635835;"smaller";"ok";2,81526648;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-02-29T00:00:00Z";256,84;"MWh";"energy";"measured";"2016-02-28T00:00:00Z";"2016-02-29T00:00:00Z";1,2499999999999716;1,3045096704051038;0,04178556253109624;"smaller";"ok";1,7682132826;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-01T00:00:00Z";258,09;"MWh";"energy";"measured";"2016-02-29T00:00:00Z";"2016-03-01T00:00:00Z";1,25;1,2061591667874252;0,03634746923935734;"larger";"ok";2,6533266629;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-02T00:00:00Z";259,79;"MWh";"energy";"measured";"2016-03-01T00:00:00Z";"2016-03-02T00:00:00Z";1,7000000000000455;1,664027407716254;0,021617788335085777;"larger";"ok";3,1553050776;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-03T00:00:00Z";261,46;"MWh";"energy";"measured";"2016-03-02T00:00:00Z";"2016-03-03T00:00:00Z";1,669999999999959;1,7347387998823964;0,037319047620786604;"smaller";"ok";2,6528505956;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-04T00:00:00Z";263,18;"MWh";"energy";"measured";"2016-03-03T00:00:00Z";"2016-03-04T00:00:00Z";1,7200000000000273;1,7959253030158142;0,042276425911639576;"smaller";"ok";2,2180771907;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-05T00:00:00Z";264,83;"MWh";"energy";"measured";"2016-03-04T00:00:00Z";"2016-03-05T00:00:00Z";1,6499999999999773;1,8006940627159773;0,08368665496053727;"smaller";"ok";2,1841917783;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-06T00:00:00Z";266,12;"MWh";"energy";"measured";"2016-03-05T00:00:00Z";"2016-03-06T00:00:00Z";1,2900000000000205;1,411701329724476;0,08620897860045808;"smaller";"ok";4,9482604265;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-07T00:00:00Z";266,76;"MWh";"energy";"measured";"2016-03-06T00:00:00Z";"2016-03-07T00:00:00Z";0,6399999999999864;0,656713769723598;0,025450615616977555;"smaller";"ok";5,4440908432;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-08T00:00:00Z";267,34;"MWh";"energy";"measured";"2016-03-07T00:00:00Z";"2016-03-08T00:00:00Z";0,5799999999999841;0,5569671090973981;0,04135413119800251;"larger";"ok";6,5547308922;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-09T00:00:00Z";268,83;"MWh";"energy";"measured";"2016-03-08T00:00:00Z";"2016-03-09T00:00:00Z";1,490000000000009;1,4349661190134881;0,03835204208469793;"larger";"ok";4,7829476347;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-10T00:00:00Z";270,05;"MWh";"energy";"measured";"2016-03-09T00:00:00Z";"2016-03-10T00:00:00Z";1,2200000000000273;1,240705759144633;0,016688694311277136;"smaller";"ok";6,1633049647;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-11T00:00:00Z";271,25;"MWh";"energy";"measured";"2016-03-10T00:00:00Z";"2016-03-11T00:00:00Z";1,1999999999999886;1,224391186563269;0,019921073290100854;"smaller";"ok";6,2792315483;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-12T00:00:00Z";272,68;"MWh";"energy";"measured";"2016-03-11T00:00:00Z";"2016-03-12T00:00:00Z";1,4300000000000068;1,5998296845637041;0,10615485273359722;"smaller";"ok";3,6114753317;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-13T00:00:00Z";274,28;"MWh";"energy";"measured";"2016-03-12T00:00:00Z";"2016-03-13T00:00:00Z";1,599999999999966;1,7238049542955318;0,07182074398095772;"smaller";"ok";2,7305433061;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-14T00:00:00Z";275,12;"MWh";"energy";"measured";"2016-03-13T00:00:00Z";"2016-03-14T00:00:00Z";0,8400000000000318;0,8513561699347318;0,013338917759379858;"smaller";"ok";3,2768238535;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-15T00:00:00Z";276,13;"MWh";"energy";"measured";"2016-03-14T00:00:00Z";"2016-03-15T00:00:00Z";1,009999999999991;0,9192421280862545;0,09873119294769789;"larger";"ok";5,3927260612;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-16T00:00:00Z";277,33;"MWh";"energy";"measured";"2016-03-15T00:00:00Z";"2016-03-16T00:00:00Z";1,1999999999999886;1,1207403224659802;0,07072082260733893;"larger";"ok";7,0157442888;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-17T00:00:00Z";278,44;"MWh";"energy";"measured";"2016-03-16T00:00:00Z";"2016-03-17T00:00:00Z";1,1100000000000136;1,0608619417217175;0,04631899434392742;"larger";"ok";7,4412225584;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-18T00:00:00Z";279,49;"MWh";"energy";"measured";"2016-03-17T00:00:00Z";"2016-03-18T00:00:00Z";1,0500000000000114;1,0350826775882442;0,014411720662280506;"larger";"ok";7,6244024734;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-19T00:00:00Z";280,82;"MWh";"energy";"measured";"2016-03-18T00:00:00Z";"2016-03-19T00:00:00Z";1,329999999999984;1,4910332411695846;0,10800110736852793;"smaller";"ok";4,3845510545;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-20T00:00:00Z";282,17;"MWh";"energy";"measured";"2016-03-19T00:00:00Z";"2016-03-20T00:00:00Z";1,3500000000000227;1,437700688262562;0,06100065818882243;"smaller";"ok";4,763516585;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-21T00:00:00Z";283,59;"MWh";"energy";"measured";"2016-03-20T00:00:00Z";"2016-03-21T00:00:00Z";1,419999999999959;1,3553474822235607;0,047701802397072744;"larger";"ok";1,3744168353;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-22T00:00:00Z";284,59;"MWh";"energy";"measured";"2016-03-21T00:00:00Z";"2016-03-22T00:00:00Z";1;1,1514459482751067;0,13152675425362026;"smaller";"ok";0,1253339065;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-23T00:00:00Z";286,32;"MWh";"energy";"measured";"2016-03-22T00:00:00Z";"2016-03-23T00:00:00Z";1,7300000000000182;1,6470194290414226;0,050382265986316184;"larger";"ok";3,2761588022;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-24T00:00:00Z";287,65;"MWh";"energy";"measured";"2016-03-23T00:00:00Z";"2016-03-24T00:00:00Z";1,329999999999984;1,394419620242094;0,046198159655072554;"smaller";"ok";5,0710592022;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-25T00:00:00Z";289,36;"MWh";"energy";"measured";"2016-03-24T00:00:00Z";"2016-03-25T00:00:00Z";1,7100000000000364;1,7587065341318127;0,027694520482247662;"smaller";"ok";2,4825428824;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-26T00:00:00Z";291,04;"MWh";"energy";"measured";"2016-03-25T00:00:00Z";"2016-03-26T00:00:00Z";1,6800000000000068;1,7134763671145743;0,019537104658723912;"smaller";"ok";2,8039352273;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-27T00:00:00Z";292,51;"MWh";"energy";"measured";"2016-03-26T00:00:00Z";"2016-03-27T00:00:00Z";1,4699999999999704;1,680305736011786;0,12515920853247647;"smaller";"critical";3,0396360353;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-28T00:00:00Z";293,18;"MWh";"energy";"measured";"2016-03-27T00:00:00Z";"2016-03-28T00:00:00Z";0,6700000000000159;0,7369863906822319;0,09089230347958852;"smaller";"ok";4,5502866084;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-29T00:00:00Z";293,76;"MWh";"energy";"measured";"2016-03-28T00:00:00Z";"2016-03-29T00:00:00Z";0,5799999999999841;0,6528455731910152;0,11158162999401597;"smaller";"ok";5,4871616985;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-30T00:00:00Z";295,22;"MWh";"energy";"measured";"2016-03-29T00:00:00Z";"2016-03-30T00:00:00Z";1,4600000000000364;1,4595805814018052;0,0002873555619850187;"larger";"ok";4,6080444604;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-03-31T00:00:00Z";296,77;"MWh";"energy";"measured";"2016-03-30T00:00:00Z";"2016-03-31T00:00:00Z";1,5499999999999545;1,664894164889783;0,0690098910265774;"smaller";"ok";3,1491461545;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-04-01T00:00:00Z";298,17;"MWh";"energy";"measured";"2016-03-31T00:00:00Z";"2016-04-01T00:00:00Z";1,400000000000034;1,4160912408534259;0,011363138468178192;"smaller";"ok";4,9170670013;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS3";"2016-04-02T00:00:00Z";299,69;"MWh";"energy";"measured";"2016-04-01T00:00:00Z";"2016-04-02T00:00:00Z";1,5199999999999818;1,6265037501850976;0,06548017499067899;"smaller";"ok";3,4219372189;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
