Metering Point ID;Timestamp;Value;Unit of Measure;Property;Reading status;Consumption From;Consumption To;Consumption Value;Calculated Value;Calculated Normalized Value;Calculated Deviation Type;Calculated Deviation Level;Temperature;calculate_consuming_values;validate_simple_status;validate_advanced_status
"TDS9";"2017-01-02T00:00:00Z";2486.45;"MWh";"energy";"measured";"2017-01-01T00:00:00Z";"2017-01-02T00:00:00Z";3.569999999999709;3.6256525123363676;0.01534965420632554;"smaller";"ok";-1.1499921419;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-03T00:00:00Z";2490.36;"MWh";"energy";"measured";"2017-01-02T00:00:00Z";"2017-01-03T00:00:00Z";3.9100000000003092;3.8616947134581188;0.012508830999468997;"larger";"ok";-3.2581173778;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-04T00:00:00Z";2494.57;"MWh";"energy";"measured";"2017-01-03T00:00:00Z";"2017-01-04T00:00:00Z";4.210000000000036;3.993469006860603;0.05422127798348824;"larger";"critical";-4.4350116452;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-05T00:00:00Z";2498.75;"MWh";"energy";"measured";"2017-01-04T00:00:00Z";"2017-01-05T00:00:00Z";4.179999999999836;4.094657358885975;0.020842437750903865;"larger";"ok";-5.3387386799;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-06T00:00:00Z";2503.33;"MWh";"energy";"measured";"2017-01-05T00:00:00Z";"2017-01-06T00:00:00Z";4.579999999999927;4.421490936742675;0.035849686344495015;"larger";"critical";-8.2577341398;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-07T00:00:00Z";2507.54;"MWh";"energy";"measured";"2017-01-06T00:00:00Z";"2017-01-07T00:00:00Z";4.210000000000036;4.231922583387414;0.0051802893260466335;"smaller";"ok";-6.5646732052;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-08T00:00:00Z";2511.45;"MWh";"energy";"measured";"2017-01-07T00:00:00Z";"2017-01-08T00:00:00Z";3.9099999999998545;3.8492265609367458;0.015788480646958574;"larger";"ok";-3.1467625995;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-09T00:00:00Z";2515.23;"MWh";"energy";"measured";"2017-01-08T00:00:00Z";"2017-01-09T00:00:00Z";3.7800000000002;3.7538720600103397;0.006960263848147355;"larger";"ok";-2.2951384882;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-10T00:00:00Z";2518.56;"MWh";"energy";"measured";"2017-01-09T00:00:00Z";"2017-01-10T00:00:00Z";3.3299999999999272;3.295655930396164;0.010421011880216118;"larger";"ok";1.7972525408;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-11T00:00:00Z";2521.91;"MWh";"energy";"measured";"2017-01-10T00:00:00Z";"2017-01-11T00:00:00Z";3.349999999999909;3.310450704780015;0.01194680082769033;"larger";"ok";1.6651183839;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-12T00:00:00Z";2525.1;"MWh";"energy";"measured";"2017-01-11T00:00:00Z";"2017-01-12T00:00:00Z";3.1900000000000546;3.3507843705178795;0.047984099464142754;"smaller";"critical";1.3048928895;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-13T00:00:00Z";2528.99;"MWh";"energy";"measured";"2017-01-12T00:00:00Z";"2017-01-13T00:00:00Z";3.8899999999998727;3.852720641388258;0.009676112566049305;"larger";"ok";-3.1779687107;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-14T00:00:00Z";2533.32;"MWh";"energy";"measured";"2017-01-13T00:00:00Z";"2017-01-14T00:00:00Z";4.330000000000382;4.261744494496002;0.016015860545495298;"larger";"ok";-6.8310167789;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-15T00:00:00Z";2537.92;"MWh";"energy";"measured";"2017-01-14T00:00:00Z";"2017-01-15T00:00:00Z";4.599999999999909;4.5503546313601175;0.010910219677746818;"larger";"ok";-9.4086334507;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-16T00:00:00Z";2542.35;"MWh";"energy";"measured";"2017-01-15T00:00:00Z";"2017-01-16T00:00:00Z";4.429999999999836;4.33343062168567;0.02228474083118045;"larger";"ok";-7.4712554018;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-17T00:00:00Z";2547.14;"MWh";"energy";"measured";"2017-01-16T00:00:00Z";"2017-01-17T00:00:00Z";4.789999999999964;4.795659126476902;0.0011800518610037695;"smaller";"ok";-11.5994815032;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-18T00:00:00Z";2550.97;"MWh";"energy";"measured";"2017-01-17T00:00:00Z";"2017-01-18T00:00:00Z";3.8299999999999272;3.74309964126852;0.023216148929969996;"larger";"ok";-2.1989285406;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-19T00:00:00Z";2554.79;"MWh";"energy";"measured";"2017-01-18T00:00:00Z";"2017-01-19T00:00:00Z";3.8200000000001637;3.738001166225291;0.021936545797730928;"larger";"ok";-2.1533933615;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-20T00:00:00Z";2559.18;"MWh";"energy";"measured";"2017-01-19T00:00:00Z";"2017-01-20T00:00:00Z";4.389999999999873;4.380978957638877;0.002059138482111588;"larger";"ok";-7.8959161043;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-21T00:00:00Z";2563.64;"MWh";"energy";"measured";"2017-01-20T00:00:00Z";"2017-01-21T00:00:00Z";4.460000000000036;4.540507347839087;0.017730914559000933;"smaller";"ok";-9.3206860125;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-22T00:00:00Z";2567.36;"MWh";"energy";"measured";"2017-01-21T00:00:00Z";"2017-01-22T00:00:00Z";3.7200000000002547;3.740836935165035;0.005570126558820745;"smaller";"ok";-2.1787200024;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-23T00:00:00Z";2571.2;"MWh";"energy";"measured";"2017-01-22T00:00:00Z";"2017-01-23T00:00:00Z";3.8399999999996908;3.679980708256215;0.04348373114686843;"larger";"critical";-1.6352047026;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-24T00:00:00Z";2574.54;"MWh";"energy";"measured";"2017-01-23T00:00:00Z";"2017-01-24T00:00:00Z";3.3400000000001455;3.258966063329335;0.024864921909627597;"larger";"ok";2.075360621;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-25T00:00:00Z";2577.6;"MWh";"energy";"measured";"2017-01-24T00:00:00Z";"2017-01-25T00:00:00Z";3.0599999999999454;3.004994914266439;0.018304552021823968;"larger";"ok";3.4435691138;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-26T00:00:00Z";2580.45;"MWh";"energy";"measured";"2017-01-25T00:00:00Z";"2017-01-26T00:00:00Z";2.849999999999909;2.7454588133499387;0.038077856473982895;"larger";"ok";4.8417574465;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-27T00:00:00Z";2583.04;"MWh";"energy";"measured";"2017-01-26T00:00:00Z";"2017-01-27T00:00:00Z";2.5900000000001455;2.4987575934396045;0.03651510926874004;"larger";"ok";6.1708009442;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-28T00:00:00Z";2586.04;"MWh";"energy";"measured";"2017-01-27T00:00:00Z";"2017-01-28T00:00:00Z";3;2.725380452575956;0.10076374737496954;"larger";"ok";4.9499247869;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-29T00:00:00Z";2588.82;"MWh";"energy";"measured";"2017-01-28T00:00:00Z";"2017-01-29T00:00:00Z";2.7800000000002;2.5949330927340544;0.07131856608725001;"larger";"ok";5.6526785692;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-30T00:00:00Z";2591.93;"MWh";"energy";"measured";"2017-01-29T00:00:00Z";"2017-01-30T00:00:00Z";3.1099999999996726;2.878513467703124;0.08041877687696226;"larger";"ok";4.124957492;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-01-31T00:00:00Z";2595.03;"MWh";"energy";"measured";"2017-01-30T00:00:00Z";"2017-01-31T00:00:00Z";3.100000000000364;2.9814485294812645;0.039763044488890044;"larger";"ok";3.5704195996;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-01T00:00:00Z";2598.23;"MWh";"energy";"measured";"2017-01-31T00:00:00Z";"2017-02-01T00:00:00Z";3.199999999999818;3.0049563479232186;0.0649073162781209;"larger";"ok";3.4437768807;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-02T00:00:00Z";2601.25;"MWh";"energy";"measured";"2017-02-01T00:00:00Z";"2017-02-02T00:00:00Z";3.019999999999982;2.6557377996088314;0.13716045328149612;"larger";"critical";5.3251078327;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-03T00:00:00Z";2604.47;"MWh";"energy";"measured";"2017-02-02T00:00:00Z";"2017-02-03T00:00:00Z";3.2199999999998;3.0508320423433752;0.05544977740776744;"larger";"ok";3.1966326088;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-04T00:00:00Z";2607.85;"MWh";"energy";"measured";"2017-02-03T00:00:00Z";"2017-02-04T00:00:00Z";3.380000000000109;3.274682464284416;0.032161144435940606;"larger";"ok";1.98456944;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-05T00:00:00Z";2611.16;"MWh";"energy";"measured";"2017-02-04T00:00:00Z";"2017-02-05T00:00:00Z";3.3099999999999454;3.342106663222193;0.00960671410507672;"smaller";"ok";1.3823946822;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-06T00:00:00Z";2613.84;"MWh";"energy";"measured";"2017-02-05T00:00:00Z";"2017-02-06T00:00:00Z";2.680000000000291;2.5314430256083056;0.05868469994748834;"larger";"ok";5.9947160383;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-07T00:00:00Z";2616.7;"MWh";"energy";"measured";"2017-02-06T00:00:00Z";"2017-02-07T00:00:00Z";2.8599999999996726;2.38828667095458;0.1975111843908389;"larger";"critical";6.765936474;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-08T00:00:00Z";2619.6;"MWh";"energy";"measured";"2017-02-07T00:00:00Z";"2017-02-08T00:00:00Z";2.900000000000091;2.6523222558240875;0.09338146736586837;"larger";"ok";5.3435082535;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-09T00:00:00Z";2622.46;"MWh";"energy";"measured";"2017-02-08T00:00:00Z";"2017-02-09T00:00:00Z";2.8600000000001273;2.691156646683867;0.06274006885638374;"larger";"ok";5.1342973113;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-10T00:00:00Z";2625.49;"MWh";"energy";"measured";"2017-02-09T00:00:00Z";"2017-02-10T00:00:00Z";3.0299999999997453;3.087844816433488;0.01873307108112847;"smaller";"ok";2.9972351889;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-11T00:00:00Z";2628.63;"MWh";"energy";"measured";"2017-02-10T00:00:00Z";"2017-02-11T00:00:00Z";3.1400000000003274;3.320358543916756;0.05431899643695531;"smaller";"critical";1.5766301152;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-12T00:00:00Z";2632.43;"MWh";"energy";"measured";"2017-02-11T00:00:00Z";"2017-02-12T00:00:00Z";3.799999999999727;3.7180348305718964;0.02204529359269695;"larger";"ok";-1.9750712824;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-13T00:00:00Z";2636.16;"MWh";"energy";"measured";"2017-02-12T00:00:00Z";"2017-02-13T00:00:00Z";3.730000000000018;3.7991518912366624;0.01820192853993384;"smaller";"ok";-2.6995388642;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-14T00:00:00Z";2640.14;"MWh";"energy";"measured";"2017-02-13T00:00:00Z";"2017-02-14T00:00:00Z";3.980000000000018;3.9456398250531524;0.008708391153367112;"larger";"ok";-4.0078426699;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-15T00:00:00Z";2644.13;"MWh";"energy";"measured";"2017-02-14T00:00:00Z";"2017-02-15T00:00:00Z";3.9900000000002365;3.9929529823275316;0.0007395484846339978;"smaller";"ok";-4.4304029594;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-16T00:00:00Z";2647.97;"MWh";"energy";"measured";"2017-02-15T00:00:00Z";"2017-02-16T00:00:00Z";3.8399999999996908;3.808098056490178;0.008377395496720971;"larger";"ok";-2.7794382917;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-17T00:00:00Z";2651.55;"MWh";"energy";"measured";"2017-02-16T00:00:00Z";"2017-02-17T00:00:00Z";3.580000000000382;3.479000887345946;0.029031068379946824;"larger";"ok";0.1597736121;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-18T00:00:00Z";2655;"MWh";"energy";"measured";"2017-02-17T00:00:00Z";"2017-02-18T00:00:00Z";3.449999999999818;3.51195983341451;0.017642523364070264;"smaller";"ok";-0.1345872506;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-19T00:00:00Z";2658.36;"MWh";"energy";"measured";"2017-02-18T00:00:00Z";"2017-02-19T00:00:00Z";3.3600000000001273;3.327595052672927;0.009738248438965166;"larger";"ok";1.5119998641;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-20T00:00:00Z";2661.67;"MWh";"energy";"measured";"2017-02-19T00:00:00Z";"2017-02-20T00:00:00Z";3.3099999999999454;3.2551913608685155;0.01683730172987634;"larger";"ok";2.0956959228;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-21T00:00:00Z";2664.89;"MWh";"energy";"measured";"2017-02-20T00:00:00Z";"2017-02-21T00:00:00Z";3.2199999999998;3.065427664158388;0.05042439515004825;"larger";"ok";3.1180022061;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-22T00:00:00Z";2667.98;"MWh";"energy";"measured";"2017-02-21T00:00:00Z";"2017-02-22T00:00:00Z";3.0900000000001455;3.0028652489627885;0.02901720317535194;"larger";"ok";3.4550421735;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-23T00:00:00Z";2671.39;"MWh";"energy";"measured";"2017-02-22T00:00:00Z";"2017-02-23T00:00:00Z";3.4099999999998545;3.335245397550991;0.022413523905543683;"larger";"ok";1.4436735859;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-24T00:00:00Z";2674.81;"MWh";"energy";"measured";"2017-02-23T00:00:00Z";"2017-02-24T00:00:00Z";3.4200000000000728;3.4844089547176917;0.01848490104194369;"smaller";"ok";0.1114734215;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-25T00:00:00Z";2678.05;"MWh";"energy";"measured";"2017-02-24T00:00:00Z";"2017-02-25T00:00:00Z";3.2400000000002365;3.5306374169302375;0.0823186814755676;"smaller";"critical";-0.3013993078;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-26T00:00:00Z";2681.42;"MWh";"energy";"measured";"2017-02-25T00:00:00Z";"2017-02-26T00:00:00Z";3.369999999999891;3.387505983411685;0.005167808853333202;"smaller";"ok";0.9769271339;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-27T00:00:00Z";2684.72;"MWh";"energy";"measured";"2017-02-26T00:00:00Z";"2017-02-27T00:00:00Z";3.299999999999727;3.435154474798635;0.03934451151773323;"smaller";"critical";0.5513719295;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-02-28T00:00:00Z";2688.07;"MWh";"energy";"measured";"2017-02-27T00:00:00Z";"2017-02-28T00:00:00Z";3.350000000000364;3.4493480209289884;0.02880197078573356;"smaller";"ok";0.4246074245;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-01T00:00:00Z";2691.5;"MWh";"energy";"measured";"2017-02-28T00:00:00Z";"2017-03-01T00:00:00Z";3.4299999999998363;3.558887747701332;0.036215738410053405;"smaller";"critical";-0.5537068822;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-02T00:00:00Z";2694.89;"MWh";"energy";"measured";"2017-03-01T00:00:00Z";"2017-03-02T00:00:00Z";3.3899999999998727;3.5513211763114625;0.04542567914939874;"smaller";"critical";-0.4861287965;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-03T00:00:00Z";2698.27;"MWh";"energy";"measured";"2017-03-02T00:00:00Z";"2017-03-03T00:00:00Z";3.380000000000109;3.3672582261766797;0.003784020401042117;"larger";"ok";1.1577626277;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-04T00:00:00Z";2701.41;"MWh";"energy";"measured";"2017-03-03T00:00:00Z";"2017-03-04T00:00:00Z";3.1399999999998727;3.11743906537418;0.007237009016881877;"larger";"ok";2.8378032893;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-05T00:00:00Z";2704.54;"MWh";"energy";"measured";"2017-03-04T00:00:00Z";"2017-03-05T00:00:00Z";3.130000000000109;3.2776092364413363;0.04503564207717874;"smaller";"critical";1.9584300369;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-06T00:00:00Z";2707.66;"MWh";"energy";"measured";"2017-03-05T00:00:00Z";"2017-03-06T00:00:00Z";3.119999999999891;3.211366655627768;0.02845101958935814;"smaller";"ok";2.3317909837;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-07T00:00:00Z";2710.97;"MWh";"energy";"measured";"2017-03-06T00:00:00Z";"2017-03-07T00:00:00Z";3.3099999999999454;3.3880797546907777;0.02304542996153833;"smaller";"ok";0.971802704;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-08T00:00:00Z";2714.27;"MWh";"energy";"measured";"2017-03-07T00:00:00Z";"2017-03-08T00:00:00Z";3.300000000000182;3.4081643162094846;0.03173682550893016;"smaller";"ok";0.7924247335;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-09T00:00:00Z";2717.47;"MWh";"energy";"measured";"2017-03-08T00:00:00Z";"2017-03-09T00:00:00Z";3.199999999999818;3.285192856231651;0.025932375954803136;"smaller";"ok";1.8906996896;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-10T00:00:00Z";2720.63;"MWh";"energy";"measured";"2017-03-09T00:00:00Z";"2017-03-10T00:00:00Z";3.1600000000003092;3.1602571138776523;0.00008135853130873345;"smaller";"ok";2.6071313495;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-11T00:00:00Z";2723.79;"MWh";"energy";"measured";"2017-03-10T00:00:00Z";"2017-03-11T00:00:00Z";3.1599999999998545;3.133690916623192;0.008395557850680618;"larger";"ok";2.7502503488;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-12T00:00:00Z";2726.92;"MWh";"energy";"measured";"2017-03-11T00:00:00Z";"2017-03-12T00:00:00Z";3.130000000000109;3.2439651151162954;0.03513142437479652;"smaller";"ok";2.1561746222;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-13T00:00:00Z";2729.99;"MWh";"energy";"measured";"2017-03-12T00:00:00Z";"2017-03-13T00:00:00Z";3.069999999999709;3.2008860133087245;0.04089055741591995;"smaller";"ok";2.3882529239;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-14T00:00:00Z";2733.28;"MWh";"energy";"measured";"2017-03-13T00:00:00Z";"2017-03-14T00:00:00Z";3.2900000000004184;3.2430457202971614;0.014478451354967177;"larger";"ok";2.1611276407;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-15T00:00:00Z";2735.92;"MWh";"energy";"measured";"2017-03-14T00:00:00Z";"2017-03-15T00:00:00Z";2.6399999999998727;2.5680144557669924;0.02803159618950831;"larger";"ok";5.7976962527;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-16T00:00:00Z";2737.49;"MWh";"energy";"measured";"2017-03-15T00:00:00Z";"2017-03-16T00:00:00Z";1.569999999999709;2.1939829499390013;0.28440647178075873;"smaller";"critical";7.8127010465;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-17T00:00:00Z";2739.76;"MWh";"energy";"measured";"2017-03-16T00:00:00Z";"2017-03-17T00:00:00Z";2.2700000000004366;2.685884014031076;0.15484064533615696;"smaller";"critical";5.1627023518;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-18T00:00:00Z";2742.68;"MWh";"energy";"measured";"2017-03-17T00:00:00Z";"2017-03-18T00:00:00Z";2.919999999999618;2.9961513384100456;0.025416385826103977;"smaller";"ok";3.4912117521;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-19T00:00:00Z";2745.43;"MWh";"energy";"measured";"2017-03-18T00:00:00Z";"2017-03-19T00:00:00Z";2.75;2.8141387474852744;0.02279160810482035;"smaller";"ok";4.4717608169;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-20T00:00:00Z";2748.33;"MWh";"energy";"measured";"2017-03-19T00:00:00Z";"2017-03-20T00:00:00Z";2.900000000000091;2.834746843866908;0.023019041814742985;"larger";"ok";4.3607396533;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-21T00:00:00Z";2751.13;"MWh";"energy";"measured";"2017-03-20T00:00:00Z";"2017-03-21T00:00:00Z";2.800000000000182;2.7490484496384884;0.018534249684975128;"larger";"ok";4.8224191442;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-22T00:00:00Z";2753.87;"MWh";"energy";"measured";"2017-03-21T00:00:00Z";"2017-03-22T00:00:00Z";2.7399999999997817;2.8629241558734577;0.0429365743488139;"smaller";"ok";4.2089411607;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-23T00:00:00Z";2756.5;"MWh";"energy";"measured";"2017-03-22T00:00:00Z";"2017-03-23T00:00:00Z";2.630000000000109;2.90845236580915;0.09573901538922874;"smaller";"ok";3.9636688779;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-24T00:00:00Z";2759.16;"MWh";"energy";"measured";"2017-03-23T00:00:00Z";"2017-03-24T00:00:00Z";2.6599999999998545;2.717146128618886;0.021031672907514357;"smaller";"ok";4.9942852271;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-25T00:00:00Z";2761.86;"MWh";"energy";"measured";"2017-03-24T00:00:00Z";"2017-03-25T00:00:00Z";2.700000000000273;2.991638447659089;0.09748452320066239;"smaller";"ok";3.5155238658;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-26T00:00:00Z";2764.52;"MWh";"energy";"measured";"2017-03-25T00:00:00Z";"2017-03-26T00:00:00Z";2.6599999999998545;2.68287348091797;0.008525739689479998;"smaller";"ok";5.178920875;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-27T00:00:00Z";2767.24;"MWh";"energy";"measured";"2017-03-26T00:00:00Z";"2017-03-27T00:00:00Z";2.7199999999998;2.6405781516161637;0.030077446613358563;"larger";"ok";5.4067767908;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-28T00:00:00Z";2769.67;"MWh";"energy";"measured";"2017-03-27T00:00:00Z";"2017-03-28T00:00:00Z";2.430000000000291;2.3658292995849948;0.027123977383555466;"larger";"ok";6.8869201619;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-29T00:00:00Z";2771.9;"MWh";"energy";"measured";"2017-03-28T00:00:00Z";"2017-03-29T00:00:00Z";2.230000000000018;2.082002580553061;0.07108416715201354;"larger";"ok";8.4159683585;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-30T00:00:00Z";2774.26;"MWh";"energy";"measured";"2017-03-29T00:00:00Z";"2017-03-30T00:00:00Z";2.3600000000001273;2.3702607247786185;0.004328943508714429;"smaller";"ok";6.8630469243;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-03-31T00:00:00Z";2776.76;"MWh";"energy";"measured";"2017-03-30T00:00:00Z";"2017-03-31T00:00:00Z";2.5;2.5491599228900874;0.019284754341482347;"smaller";"ok";5.8992705146;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-04-01T00:00:00Z";2779.37;"MWh";"energy";"measured";"2017-03-31T00:00:00Z";"2017-04-01T00:00:00Z";2.6099999999996726;2.698212316862297;0.03269287457897497;"smaller";"ok";5.0962865849;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-04-02T00:00:00Z";2782.16;"MWh";"energy";"measured";"2017-04-01T00:00:00Z";"2017-04-02T00:00:00Z";2.7899999999999636;2.7803320733255688;0.0034772561044591386;"larger";"ok";4.6538861444;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS9";"2017-04-03T00:00:00Z";2784.4;"MWh";"energy";"measured";"2017-04-02T00:00:00Z";"2017-04-03T00:00:00Z";2.2400000000002365;2.2392848652821447;0.00031935852788506617;"larger";"ok";7.5686478714;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
